31102105    Literary 	68.9
31105601	Literary 	68.4
31105602	Literary 	65.4
31105603	Literary 	86.3
31105604	Literary 	69.6
31105605	Literary 	65.1
31105606	Literary 	91
31105608	Literary 	87.7
31105609	Literary 	72.1
31105611	Literary 	83
31105612	Literary 	73.6
31105613	Literary 	84.4
31105614	Literary 	70.4
31105615	Literary 	75.9
31105617	Literary 	79.4
31105618	Literary 	60.9
31105620	Literary 	73.6
31105623	Literary 	77.4
31105624	Literary 	77.7
31105625	Literary 	63.4
31105626	Literary 	97.1
31105628	Literary 	69.4
31105630	Literary 	58.4
31105635	Literary 	88
31105636	Literary 	73.6
31105638	Literary 	73
31105639	Literary 	56.1
31105640	Literary 	75
31105641	Literary 	64.1
31105642	Literary 	66.6
31105644	Literary 	66.3
31105645	Literary 	58.7
31105646	Literary 	81
31105647	Literary 	62.9
31105648	Literary 	83.9
31105649	Literary 	79.1
31105650	Literary 	89.9
31105651	Literary 	60.9
31105652	Literary 	71.7
31105653	Literary 	93.2
31105654	Literary 	63.6
31105656	Literary 	70.7
31105659	Literary 	77.9
31105660	Literary 	65.3
31105661	Literary 	60.3
31105663	Literary 	97.1
31105665	Literary 	87.9
31105666	Literary 	64.9
31105667	Literary 	93.9
31105668	Literary 	82.6
31105669	Literary 	85.1
31105670	Literary 	63.1
31105671	Literary 	62.9
31105672	Literary 	91.6
31105673	Literary 	66
31105674	Literary 	89.9
31105675	Literary 	86.1
31105676	Literary 	96.6
31105678	Literary 	82.7
31105679	Literary 	86
31105680	Literary 	83.7
31105681	Literary 	93.4
31105682	Literary 	58.9
31105684	Literary 	84.6
31105687	Literary 	79.6
31105688	Literary 	69.4
31105690	Literary 	75
31105691	Literary 	63.9
31105692	Literary 	72.1
31105693	Literary 	65.4
31105694	Literary 	68.9
31105695	Literary 	79.7
31105696	Literary 	79.9
31105697	Literary 	55.1
31105698	Literary 	73
31105699	Literary 	74.1
31105700	Literary 	70.7
31105701	Literary 	90.3
31105702	Literary 	51.3
31105703	Literary 	58.3
31105704	Literary 	62.4
31105708	Literary 	70.7
31105709	Literary 	91.6
31105710	Literary 	88.6
31105715	Literary 	61
31105716	Literary 	86.6
31105717	Literary 	65
31105720	Literary 	85.6
31105722	Literary 	67.3
31105725	Literary 	75
31105727	Literary 	62.1
31105728	Literary 	94.4
31105729	Literary 	66
31105731	Literary 	77
31105732	Literary 	55.7
31105733	Literary 	82.7
31105734	Literary 	87.4
31105736	Literary 	84.6
31105737	Literary 	67.9
31105738	Literary 	68
31105739	Literary 	92.7
31105740	Literary 	66.3
31105741	Literary 	76.3
31105743	Literary 	63.4
31105744	Literary 	66.9
31105745	Literary 	56.9
31105746	Literary 	86.9
31105747	Literary 	65.7
31105748	Literary 	84
31105749	Literary 	81.7
31105750	Literary 	90.6
31105751	Literary 	85.1
31105752	Literary 	59.3
31105754	Literary 	76.4
31105755	Literary 	72.3
31105756	Literary 	58.4
31105757	Literary 	68.9
31105758	Literary 	87.1
31105761	Literary 	89.7
31105762	Literary 	67.4
31105763	Literary 	59.6
31105764	Literary 	94
31105766	Literary 	66.9
31105768	Literary 	86
31105769	Literary 	92.4
31105771	Literary 	62.1
31105773	Literary 	93.7
31105774	Literary 	57.6
31105775	Literary 	77.6
31105776	Literary 	69
31105777	Literary 	85.6
31105778	Literary 	79
31105779	Literary 	87.7
31105780	Literary 	94
31105782	Literary 	69.1
31105783	Literary 	77.9
31105784	Literary 	75.4
31105785	Literary 	90
31105786	Literary 	87.9
31105787	Literary 	85.7
31105788	Literary 	70
31105789	Literary 	56.3
31105790	Literary 	66.7
31105792	Literary 	78.3
31105794	Literary 	65
31105795	Literary 	90.3
31105796	Literary 	61.4
31105797	Literary 	63.7
31105798	Literary 	56.7
31105799	Literary 	70.7
31105800	Literary 	61.3
31105801	Literary 	70.4
31105802	Literary 	92.7
31105803	Literary 	82.9
31105804	Literary 	64
31105806	Literary 	83.6
31105807	Literary 	65.1
31105808	Literary 	66.1
31105809	Literary 	66.6
31105811	Literary 	62.3
31105812	Literary 	82.7
31105813	Literary 	78.4
31105814	Literary 	55.4
31105815	Literary 	62.6
31105816	Literary 	88.5
31105817	Literary 	76.7
31105818	Literary 	78.3
31105819	Literary 	83.7
31105820	Literary 	68.1
31105821	Literary 	60.9
31105822	Literary 	88.9
31105823	Literary 	86.7
31105825	Literary 	85
31105826	Literary 	87.1
31105829	Literary 	61
31105830	Literary 	55.4
31105831	Literary 	73
31105832	Literary 	69.6
31105833	Literary 	56.1
31105834	Literary 	71.6
31105835	Literary 	57.7
31105836	Literary 	76.1
31105839	Literary 	94.4
31105841	Literary 	88.7
31105842	Literary 	94.6
31105843	Literary 	58.6
31105845	Literary 	70.1
31105846	Literary 	75.9
31105848	Literary 	79.4
31105850	Literary 	68.4
31105852	Literary 	81.4
31105854	Literary 	88.7
31105859	Literary 	96.3
31105863	Literary 	93.6
31105864	Literary 	92.7
31105865	Literary 	65.1
31105866	Literary 	66.1
31105868	Literary 	61.3
31105870	Literary 	88
31105871	Literary 	61.3
31105872	Literary 	71.4
31105873	Literary 	84.6
31105875	Literary 	83.1
31105876	Literary 	92.9
31105877	Literary 	92.4
31105878	Literary 	93
31105879	Literary 	78.9
31105881	Literary 	64.3
31105882	Literary 	89
31105884	Literary 	81.7
31105885	Literary 	92.9
31105886	Literary 	75
31105888	Literary 	78.6
31105889	Literary 	62
31105890	Literary 	84.6
31105891	Literary 	77.6
31105894	Literary 	87.9
31105895	Literary 	69.4
31105896	Literary 	94.1
31105897	Literary 	91.1
31105898	Literary 	76.1
31105899	Literary 	70.4
31105900	Literary 	65.1
31105902	Literary 	66.9
31105903	Literary 	54
31105904	Literary 	68
31105906	Literary 	63.1
31105907	Literary 	70.6
31105908	Literary 	61.7
31105909	Literary 	56.7
31105910	Literary 	51.6
31105911	Literary 	78.6
31105912	Literary 	72.4
31105913	Literary 	59
31105914	Literary 	51.7
31105915	Literary 	82.9
31105916	Literary 	83.7
31105917	Literary 	84.6
31105918	Literary 	64.1
31105920	Literary 	65.6
31105922	Literary 	81.3
31105924	Literary 	72.7
31105925	Literary 	84.3
31105926	Literary 	65.6
31105927	Literary 	61.1
31105928	Literary 	65.9
31105932	Literary 	80.6
31105933	Literary 	76.1
31105936	Literary 	75.4
31105937	Literary 	65.6
31105938	Literary 	58.7
31105939	Literary 	62.1
31105940	Literary 	66.3
31105941	Literary 	67.1
31105942	Literary 	67.6
31105945	Literary 	87.6
31105946	Literary 	63.9
31105947	Literary 	64.1
31105948	Literary 	82.6
31105951	Literary 	83
31105952	Literary 	59.9
31105953	Literary 	78.6
31105954	Literary 	67.9
31105955	Literary 	56.6
31105957	Literary 	72.7
31105958	Literary 	58.1
31105960	Literary 	91.7
31105962	Literary 	82.3
31105964	Literary 	81.9
31105967	Literary 	63
31105968	Literary 	72.6
31105969	Literary 	69.4
31105970	Literary 	85.6
31105971	Literary 	68.9
31105972	Literary 	58.7
31105974	Literary 	65.4
31105976	Literary 	82.1
31105977	Literary 	64.6
31105978	Literary 	89.6
31105979	Literary 	66.6
31105980	Literary 	90
31105982	Literary 	71.3
31105984	Literary 	91.9
31105985	Literary 	87.3
31105987	Literary 	83.4
31105988	Literary 	78.9
31105989	Literary 	58.1
31105990	Literary 	83.1
31105992	Literary 	71
31105994	Literary 	84.9
31105995	Literary 	94.6
31105996	Literary 	90.9
31105998	Literary 	68.1
31105999	Literary 	59.6
31106000	Literary 	71.7
31106001	Literary 	68.1
31106002	Literary 	81.4
31106004	Literary 	92.3
31106007	Literary 	80.3
31106008	Literary 	76.9
31106010	Literary 	71.3
31106012	Literary 	57.6
31106013	Literary 	83.9
31106014	Literary 	72.9
31106015	Literary 	76.4
31106016	Literary 	72.3
31106017	Literary 	76.1
31106018	Literary 	67
31106019	Literary 	88.1
31106020	Literary 	64.1
31106022	Literary 	83.1
31106023	Literary 	92.1
31106024	Literary 	91.9
31106025	Literary 	92.4
31106026	Literary 	80.4
31106029	Literary 	96
31106030	Literary 	92.4
31106031	Literary 	90
31106036	Literary 	97.9
31106037	Literary 	78.4
31106038	Literary 	70.4
31106039	Literary 	79.9
31106042	Literary 	69.4
31106043	Literary 	65.1
31106044	Literary 	59.1
31106046	Literary 	62.6
31106047	Literary 	86.7
31106048	Literary 	92.9
31106049	Literary 	73.4
31106050	Literary 	91.9
31106051	Literary 	55
31106053	Literary 	54.9
31106054	Literary 	93.6
31106055	Literary 	95.7
31106056	Literary 	85.9
31106057	Literary 	68.4
31106058	Literary 	58
31106059	Literary 	62.6
31106060	Literary 	59.7
31106063	Literary 	67.1
31106064	Literary 	83.4
31106065	Literary 	63.4
31106066	Literary 	76.3
31106068	Literary 	79.1
31106069	Literary 	69.4
31106070	Literary 	73
31106071	Literary 	90.7
31106073	Literary 	88
31106074	Literary 	60
31106075	Literary 	96
31106077	Literary 	59.7
31106078	Literary 	54.1
31106079	Literary 	54
31106080	Literary 	97
31106081	Literary 	77.3
31106082	Literary 	82
31106083	Literary 	94
31106085	Literary 	89.3
31106087	Literary 	79.3
31106090	Literary 	58.7
31106092	Literary 	71.1
31106094	Literary 	89.3
31106096	Literary 	60.6
31106098	Literary 	60.3
31106100	Literary 	74.6
31106101	Literary 	76
31106102	Literary 	63
31106103	Literary 	61.6
31106104	Literary 	58.3
31106105	Literary 	57.6
31106106	Literary 	84.3
31106107	Literary 	76.7
31106108	Literary 	91.4
31106109	Literary 	83.4
31106110	Literary 	58.7
31106111	Literary 	77.4
31106112	Literary 	77
31106113	Literary 	85
31106114	Literary 	64.4
31106117	Literary 	69.3
31106119	Literary 	80.6
31106120	Literary 	73.3
31106122	Literary 	67.4
31106123	Literary 	74.7
31106124	Literary 	71.7
31106125	Literary 	81.3
31106126	Literary 	83.7
31106127	Literary 	81.6
31106128	Literary 	58
31106129	Literary 	95.1
31106130	Literary 	91.9
31106131	Literary 	79.1
31106134	Literary 	71.9
31106135	Literary 	90.7
31106136	Literary 	73.3
31106137	Literary 	57.1
31106139	Literary 	58.9
31106140	Literary 	72.4
31106141	Literary 	64.3
31106143	Literary 	80.9
31106144	Literary 	55
31106145	Literary 	84.6
31106146	Literary 	76.6
31106147	Literary 	64
31106148	Literary 	58.7
31106149	Literary 	58.9
31106151	Literary 	80.1
31106152	Literary 	57
31106153	Literary 	64.9
31106154	Literary 	62.9
31106155	Literary 	85.4
31106157	Literary 	61.6
31106158	Literary 	87.6
31106160	Literary 	90.6
31106161	Literary 	96.3
31106162	Literary 	61.9
31106166	Literary 	88.9
31106167	Literary 	80.9
31106168	Literary 	84.4
31106169	Literary 	72
31106172	Literary 	94.4
31106175	Literary 	74.6
31106176	Literary 	80
31106177	Literary 	63.6
31106178	Literary 	82.7
31106179	Literary 	68
31106180	Literary 	75.6
31106181	Literary 	60.7
31106182	Literary 	76.4
31106183	Literary 	67.4
31106186	Literary 	88.9
31106187	Literary 	87.6
31106188	Literary 	56.4
31106190	Literary 	64.7
31106191	Literary 	75.9
31106192	Literary 	73.1
31106193	Literary 	83.4
31106194	Literary 	69
31106195	Literary 	77.3
31106196	Literary 	55
31106197	Literary 	85.9
31106198	Literary 	63.1
31106199	Literary 	82
31106200	Literary 	59.3
31106202	Literary 	90.3
31106204	Literary 	65.3
31106205	Literary 	73.3
31106206	Literary 	68.9
31106207	Literary 	65.1
31106208	Literary 	79.6
31106209	Literary 	53.9
31106210	Literary 	67.6
31106211	Literary 	73
31106212	Literary 	57.4
31106215	Literary 	96.9
31106216	Literary 	87.7
31106218	Literary 	90.7
31106219	Literary 	64
31106220	Literary 	61
31106222	Literary 	76.9
31106224	Literary 	90.3
31106225	Literary 	76.1
31106228	Literary 	66.7
31106229	Literary 	59.7
31106230	Literary 	55.4
31106231	Literary 	70.3
31106233	Literary 	81.6
31106234	Literary 	63.7
31106235	Literary 	81.4
31106239	Literary 	66.3
31106240	Literary 	63
31106241	Literary 	71.3
31106242	Literary 	73.3
31106244	Literary 	93.1
31106245	Literary 	77.7
31106246	Literary 	82.6
31106247	Literary 	69.6
31106249	Literary 	89.7
31106250	Literary 	81.4
31106251	Literary 	63.9
31106254	Literary 	71.9
31106257	Literary 	75.7
31106258	Literary 	57.6
31106260	Literary 	81.3
31106262	Literary 	71.1
31106263	Literary 	69.4
31106264	Literary 	65
31106265	Literary 	65.6
31106266	Literary 	83.3
31106267	Literary 	98.4
31106269	Literary 	79.1
31106270	Literary 	63.9
31106272	Literary 	78.6
31106273	Literary 	52.3
31106274	Literary 	74.6
31106279	Literary 	83.9
31106280	Literary 	72.4
31106281	Literary 	86.9
31106282	Literary 	57.7
31106283	Literary 	71.7
31106284	Literary 	58.6
31106286	Literary 	90
31106288	Literary 	80.1
31106289	Literary 	82.7
31106290	Literary 	68.3
31106292	Literary 	72.6
31106293	Literary 	66.3
31106294	Literary 	82.6
31106295	Literary 	84.6
31106296	Literary 	84.7
31106297	Literary 	93.1
31106298	Literary 	71
31106300	Literary 	69.7
31106301	Literary 	83.9
31106302	Literary 	76.6
31106305	Literary 	89.7
31106307	Literary 	72.6
31106309	Literary 	86.7
31106311	Literary 	84
31106313	Literary 	80.1
31106314	Literary 	53.4
31106316	Literary 	65
31106319	Literary 	66.9
31106322	Literary 	66.3
31106323	Literary 	74.3
31106324	Literary 	75.4
31106326	Literary 	73.1
31106327	Literary 	73.9
31106328	Literary 	75.7
31106329	Literary 	80.7
31106330	Literary 	88.9
31106331	Literary 	60.7
31106333	Literary 	74.6
31106335	Literary 	88.1
31106336	Literary 	85.3
31106337	Literary 	77.1
31106338	Literary 	89.6
31106340	Literary 	63.3
31106341	Literary 	78.6
31106343	Literary 	87.3
31106344	Literary 	75.1
31106345	Literary 	84.7
31106346	Literary 	57
31106347	Literary 	63.9
31106348	Literary 	90.9
31106349	Literary 	78.7
31106350	Literary 	76.3
31106351	Literary 	58.3
31106352	Literary 	84.4
31106353	Literary 	87
31106354	Literary 	77.6
31106355	Literary 	63
31106356	Literary 	75.7
31106357	Literary 	95.3
31106359	Literary 	71.3
31106360	Literary 	60.7
31106362	Literary 	76.9
31106363	Literary 	56.6
31106364	Literary 	58.3
31106366	Literary 	71.9
31106368	Literary 	94.9
31106370	Literary 	86.9
31106372	Literary 	72.3
31106373	Literary 	71.9
31106375	Literary 	82.3
31106376	Literary 	56.4
31106378	Literary 	68.1
31106379	Literary 	67
31106380	Literary 	63.1
31106381	Literary 	83.1
31106382	Literary 	71.9
31106383	Literary 	81.1
31106384	Literary 	97.1
31106385	Literary 	92.3
31106386	Literary 	83.6
31106387	Literary 	83.3
31106388	Literary 	70.7
31106389	Literary 	85.4
31106390	Literary 	75.7
31106391	Literary 	81.7
31106392	Literary 	71.6
31106393	Literary 	92.4
31106395	Literary 	90
31106396	Literary 	72.4
31106399	Literary 	65.7
31106401	Literary 	62
31106402	Literary 	79.9
31106404	Literary 	61.3
31106405	Literary 	75
31106406	Literary 	84.4
31106407	Literary 	65.6
31106408	Literary 	58
31106410	Literary 	62.7
31106411	Literary 	68
31106412	Literary 	76.9
31106413	Literary 	80.1
31106415	Literary 	93.4
31106416	Literary 	58
31106417	Literary 	73.4
31106419	Literary 	68
31106421	Literary 	62
31106423	Literary 	96.9
31106424	Literary 	75.9
31106426	Literary 	58.7
31106428	Literary 	60.7
31106429	Literary 	61.6
31106430	Literary 	80.9
31106431	Literary 	87.7
31106433	Literary 	60
31106435	Literary 	72.4
31106436	Literary 	56.4
31106438	Literary 	83.7
31106441	Literary 	88.6
31106442	Literary 	91.6
31106443	Literary 	60.3
31106446	Literary 	60.1
31106447	Literary 	77.9
31106448	Literary 	67.6
31106450	Literary 	62.4
31106452	Literary 	57.4
31106453	Literary 	88
31106454	Literary 	67.3
31106455	Literary 	55.4
31106456	Literary 	62.7
31106457	Literary 	91.7
31106460	Literary 	67.3
31106461	Literary 	78.7
31106463	Literary 	53.1
31106464	Literary 	75
31106465	Literary 	69.3
31106466	Literary 	90.1
31106467	Literary 	72.3
31106468	Literary 	92.3
31106470	Literary 	89
31106471	Literary 	70.3
31106472	Literary 	59.7
31106474	Literary 	82.6
31106476	Literary 	61
31106477	Literary 	63.3
31106478	Literary 	80.9
31106479	Literary 	93.6
31106480	Literary 	74.3
31106481	Literary 	78.7
31106482	Literary 	80.4
31106483	Literary 	75.3
31106484	Literary 	93.3
31106485	Literary 	89.4
31106486	Literary 	89.3
31106487	Literary 	87.7
31106489	Literary 	92.3
31106491	Literary 	91
31106493	Literary 	88
31106494	Literary 	66
31106496	Literary 	69
31106498	Literary 	76.1
31106499	Literary 	85.3
31106500	Literary 	89.3
31106501	Literary 	91.3
31106502	Literary 	92.1
31106503	Literary 	82.1
31106504	Literary 	92.6
31106505	Literary 	66.7
31106506	Literary 	57.7
31106508	Literary 	73.6
31106509	Literary 	76.1
31106510	Literary 	76.1
31106512	Literary 	80.7
31106513	Literary 	84.6
31106514	Literary 	87.6
31106515	Literary 	61.1
31106517	Literary 	56.7
31106518	Literary 	67.6
31106519	Literary 	62.7
31106520	Literary 	57.4
31106522	Literary 	71
31106525	Literary 	68.1
31106526	Literary 	95.9
31106528	Literary 	88.6
31106529	Literary 	76
31106530	Literary 	88.9
31106531	Literary 	77.9
31106532	Literary 	58.1
31106533	Literary 	92.1
31106534	Literary 	70.1
31106535	Literary 	92.7
31106536	Literary 	68.4
31106537	Literary 	58.3
31106539	Literary 	75.1
31106541	Literary 	88
31106543	Literary 	96.6
31106544	Literary 	59.4
31106545	Literary 	90.6
31106546	Literary 	84.1
31106547	Literary 	89.7
31106548	Literary 	82
31106549	Literary 	85
31106551	Literary 	63.9
31106552	Literary 	71.3
31106553	Literary 	63.4
31106554	Literary 	72.7
31106555	Literary 	87.4
31106556	Literary 	72.9
31106557	Literary 	96.6
31106558	Literary 	65
31106559	Literary 	61.1
31106561	Literary 	64.4
31106565	Literary 	83.4
31106566	Literary 	69.3
31106567	Literary 	71.9
31106569	Literary 	75.7
31106570	Literary 	83.1
31106571	Literary 	75.4
31106573	Literary 	87.9
31106574	Literary 	72.4
31106575	Literary 	63.3
31106579	Literary 	69.9
31106580	Literary 	60.7
31106581	Literary 	56
31106582	Literary 	91.4
31106583	Literary 	91.3
31106584	Literary 	66.4
31106586	Literary 	56.3
31106587	Literary 	86.3
31106588	Literary 	92.6
31106589	Literary 	68.4
31106590	Literary 	71.7
31106591	Literary 	83.4
